Name,Role,State,District,Party,Served,Active On X,Account,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
"Bonamici, Suzanne",Representative,Oregon,1,Democratic,House: 2012-Present,Yes,RepBonamici,'1854336271214075959',https://t.co/QTaypbACgg,zxx,Reply,0,13,1,19,1777.0,2024-11-07 01:33:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GbvtAwCXgAk4upQ.jpg
"Bonamici, Suzanne",Representative,Oregon,1,Democratic,House: 2012-Present,Yes,RepBonamici,'1854336306496548864',https://t.co/tA8bw2TZL2,zxx,Reply,0,14,2,12,1107.0,2024-11-07 01:33:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GbvtCzcXYAgLTbY.jpg
"Van Duyne, Beth",Representative,Texas,24,Republican,House: 2021-Present,Yes,RepBethVanDuyne,'1854336488848208126',I enjoyed meeting with the @AAHOA at our district office to discuss how I’m working to support small hoteliers in #TX24 and continuing to cut bureaucratic red tape in Washington to make it easier for them to thrive here at home. https://t.co/AyYFfrwBwv,en,Tweet,0,20,2,2,1710.0,2024-11-07 01:34:05,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",#TX24,,photo,https://pbs.twimg.com/media/GbvtMWyXgA4Kglk.jpg
"Murkowski, Lisa",Senator,Alaska,,Republican,Senate: 2002-Present,Yes,lisamurkowski,'1854342748339400933',"I congratulate President Trump on his clear victory. Alaskans, and Americans, have chosen him to lead our nation forward for the next four years, amid many serious challenges that will take all of us to overcome.",en,Tweet,14,407,31,345,36416.0,2024-11-07 01:58:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Murkowski, Lisa",Senator,Alaska,,Republican,Senate: 2002-Present,Yes,lisamurkowski,'1854342750491070465',"As I have with every president, I will work with President Trump whenever and wherever possible to advance Alaska’s priorities. I also look forward to working with my colleagues as Republicans re-assume the Senate majority, which will provide additional opportunities for Alaska.",en,Reply,5,85,8,197,27530.0,2024-11-07 01:58:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Jayapal, Pramila",Representative,Washington,7,Democratic,House: 2017-Present,Yes,RepJayapal,'1854347683508748581',"Listen to my full thoughts ⬇
https://t.co/CWGa9bnpXg",en,Reply,4,26,0,20,9605.0,2024-11-07 02:18:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.kuow.org/stories/rep-jayapal-reflects-on-jarring-election-for-washi,,
"Jayapal, Pramila",Representative,Washington,7,Democratic,House: 2017-Present,Yes,RepJayapal,'1854347682153910551',"This is a really hard moment for those of us who worked so hard for a different result. There’s real grief, fear, anger, and confusion. Let’s take time to acknowledge these feelings, then do some deep analysis so we can act to rebuild from the bottom up.",en,Tweet,14,766,65,254,30093.0,2024-11-07 02:18:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Thompson, Mike",Representative,California,4,Democratic,House: 1999-Present,Yes,RepThompson,'1854356900239859774',Please stay vigilant as online scammers continue to target members of our community. https://t.co/sP2dfO21th,en,Tweet,0,9,3,6,721.0,2024-11-07 02:55:11,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,https://www.pressdemocrat.com/article/napa/napa-scam-fraud-arrest/,,
"Ross, Deborah K.",Representative,North Carolina,2,Democratic,House: 2021-Present,Yes,RepDeborahRoss,'1854357380055576970',"Thank you to the voters of Wake County for trusting me with another term in Congress. It is an honor to serve you. 

I promise to continue fighting to preserve your freedoms and move our state and our country forward over the next two years.",en,Tweet,0,48,2,10,2079.0,2024-11-07 02:57:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Gimenez, Carlos A.",Representative,Florida,28,Republican,House: 2021-Present,Yes,RepCarlos,'1854364176128327740',🚨NEW —&gt; I’ll be on @CNN tonight to discuss the momentum in the Hispanic community. Tune in!,en,Tweet,1,17,0,6,1445.0,2024-11-07 03:24:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Biggs, Andy",Representative,Arizona,5,Republican,House: 2017-Present,Yes,RepAndyBiggsAZ,'1854367369839116509',"Every case brought against President Trump was bogus, and Jack Smith knew it. 

The lawfare was the Left’s biggest effort to keep the President from returning to the Oval Office. 

 Americans see through their gaslighting.",en,Tweet,7,986,250,71,37021.0,2024-11-07 03:36:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Gimenez, Carlos A.",Representative,Florida,28,Republican,House: 2021-Present,Yes,RepCarlos,'1854390706187448798',"🚨NEWS —&gt; Hispanic Americans have found their home in the Republican Party in RECORD numbers.

We are the party of FREEDOM — not socialism! 🇺🇸 https://t.co/qap5nzSN5l",en,Tweet,21,1123,171,31,29436.0,2024-11-07 05:09:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/ext_tw_video/1854390668082237455/pu/vid/avc1/640x364/odIUr8dlrBHSG8Fi.mp4?tag=12
"Murphy, Gregory F.",Representative,North Carolina,3,Republican,House: 2019-Present,Yes,RepGregMurphy,'1854431397227778106',"If you get rich in Congress, there’s a good chance you are doing something illegal/immoral. Check out @SpeakerPelosi skyrocketing net worth during the excessive spending years of the Biden administration. She put forth the legislation and them profited by making timely trades. https://t.co/oDDs2meHGz",en,Tweet,2,31,9,6,1186.0,2024-11-07 07:51:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GbxDhgxXYBI03if.jpg,https://pbs.twimg.com/media/GbxDhgzXkAAVc-B.jpg"
"Cornyn, John",Senator,Texas,,Republican,Senate: 2002-Present,Yes,JohnCornyn,'1854485828996669775',"As the nation enters a second Trump presidency there currently are 47 federal judicial vacancies, including five in Texas. @TexasTribune",en,Tweet,4,217,32,308,64801.0,2024-11-07 11:27:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Cornyn, John",Senator,Texas,,Republican,Senate: 2002-Present,Yes,JohnCornyn,'1854488794860261734',Preliminary figures show Donald Trump has succeeded in one of the GOP’s most important ambitions: Growing into a party that draws working-class voters of all races https://t.co/XbDOOdHAF2 via @WSJ,en,Tweet,1,55,7,20,5382.0,2024-11-07 11:39:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.wsj.com/politics/elections/gop-cements-gains-as-the-working-class-party-across-racial-lines-cd7e3ba5?st=wqtEJ3,,
"Cornyn, John",Senator,Texas,,Republican,Senate: 2002-Present,Yes,JohnCornyn,'1854489478519206217',Voters Reject the Party of Scolds by F.H. Buckley  https://t.co/hlTymVdLV9 via @WSJopinion,en,Tweet,2,18,6,11,5586.0,2024-11-07 11:42:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.wsj.com/opinion/voters-reject-the-party-of-scolds-american-history-progressive-patriotism-election-bdcc99ec?st=XVsK2m,,
"Cornyn, John",Senator,Texas,,Republican,Senate: 2002-Present,Yes,JohnCornyn,'1854490173293117529',"U.S. stocks’ capitalization rose by $1.62 trillion on Wednesday, their fifth-best one-day showing ever, highlighting the opportunity that Wall Street sees comingin the next four years. @WSJ",en,Tweet,0,109,22,64,10239.0,2024-11-07 11:44:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Collins, Mike",Representative,Georgia,10,Republican,House: 2023-Present,Yes,RepMikeCollins,'1854494586904686767',"On #ThisDayInHistory in 2000, the U.S. presidential election was ruled inconclusive as only 537 votes in Florida separated Al Gore and George W. Bush.

The election was a tumultuous process, starting with confusion on election night as networks first declared Florida for Gore, then for Bush, and back again, before Gore retracted his concession.

Despite Gore winning the popular vote by over 500,000 votes, the Electoral College ultimately decided the outcome. The recounts and legal challenges in Florida became a national spectacle, with terms like ""hanging chads"" and ""dimpled chads"" becoming widely recognized. The controversial butterfly ballot design in Florida, which led to misvotes, compounded the problem.

The recount process was marred by inconsistent standards and legal battles, culminating in a decision by the U.S. Supreme Court. The Court ruled 7-2 that the recount violated constitutional standards for consistency, and by a 5-4 vote, stopped the recount due to time constraints, effectively awarding Florida—and thus the presidency—to Bush.

The ruling, which divided along ideological lines, remains one of the most controversial in American history. Bush won the election despite losing the popular vote, making him the first president since 1888 to do so.",en,Tweet,9,62,6,7,19331.0,2024-11-07 12:02:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ThisDayInHistory,,photo,https://pbs.twimg.com/media/Gbx8_4nXAAMyvED.jpg
"Diaz-Balart, Mario",Representative,Florida,26,Republican,House: 2003-Present,Yes,MarioDB,'1854497334555529399',🎙️Join me #LIVE today at 7:20 am on @MorningsMaria @FoxBusiness,en,Tweet,1,9,4,5,929.0,2024-11-07 12:13:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#LIVE,,,
"Harris, Andy",Representative,Maryland,1,Republican,House: 2011-Present,Yes,RepAndyHarrisMD,'1854499316959748343',"Coming up on @NEWSMAX to talk about President Trump’s historic win and much more. 

📺 7:40am.

Tune in if you can!",en,Tweet,0,34,3,9,1514.0,2024-11-07 12:21:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Griffith, H. Morgan",Representative,Virginia,9,Republican,House: 2011-Present,Yes,RepMGriffith,'1854511274496819650',"Today is the first day of Agriculture Recovery Resource Days. If your farm has been impacted by Hurricane Helene, please come by to one of these events and learn about the resources offered for farmers in Southwest Virginia. https://t.co/fxCIlFTOgq",en,Tweet,0,9,4,3,760.0,2024-11-07 13:08:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GbyMLLlWAAkXg4B.jpg
"Tillis, Thomas",Senator,North Carolina,,Republican,Senate: 2015-Present,Yes,SenThomTillis,'1854514978599870560',"Susan and I are heartbroken to learn of the passing of Sgt. Quandarius Stanley, who tragically died from injuries sustained while delivering humanitarian aid. His service will never be forgotten. Our thoughts are with the Stanley family and our troops.
https://t.co/hxtWxGC1p3",en,Tweet,4,111,18,50,8364.0,2024-11-07 13:23:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.militarytimes.com/news/your-army/2024/11/05/soldier-dies-of-injuries-suffered-during-gaza-pier-mission/,,
"Moreno, Bernie",Senator,Ohio,,Republican,Senate: 2025-Present,Yes,berniemoreno,'1854517510353134057',"With President Trump in the White House and a Republican majority in the Senate, we will be united around putting America first. https://t.co/CZtoyESA6U",en,Tweet,19,1499,190,162,45623.0,2024-11-07 13:33:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1854516628639072266/pu/vid/avc1/1280x720/XpPQ2ZY830EA-UwU.mp4?tag=12
"Bacon, Don",Representative,Nebraska,2,Republican,House: 2017-Present,Yes,RepDonBacon,'1854518221321175387',@theeisforerin Taxes will go up here too. Can’t let that happen.,en,Tweet,0,0,0,2,121.0,2024-11-07 13:36:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Bacon, Don",Representative,Nebraska,2,Republican,House: 2017-Present,Yes,RepDonBacon,'1854518642613932192',@AIPACHatesUS @AIPAC I support Israel… and defended America for 30 years in uniform. Folks like you can’t bully me.,en,Reply,0,2,0,5,297.0,2024-11-07 13:37:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Malliotakis, Nicole",Representative,New York,11,Republican,House: 2021-Present,Yes,RepNicole,'1854520157223219506',"I don’t want to hear #NYC Democrats pushing Congestion Pricing again! 

Now that President Trump will END Biden-Harris’ man-made migrant crisis, @GovKathyHochul &amp; @NYCMayor will have billions to fund our transit system instead of illegal immigrants in luxury hotels.",en,Tweet,2,558,94,47,14195.0,2024-11-07 13:43:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#NYC,,,
"Neal, Richard E.",Representative,Massachusetts,1,Democratic,House: 1989-Present,Yes,RepRichardNeal,'1854521436129386598',"📅 IMPORTANT 📅

Medicare Open Enrollment runs through December 7.

Don’t miss it!
https://t.co/UUHSP3m6Mk",en,Tweet,0,5,3,1,735.0,2024-11-07 13:49:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,http://medicare.gov,,
"Massie, Thomas",Representative,Kentucky,4,Republican,House: 2012-Present,Yes,RepThomasMassie,'1854522178210803861',"A chicken-tractor is a mobile pen with no bottom that allows chickens to be raised on pasture without being eaten by predators. I invented an automated one that runs on sunlight and stores rainwater.

It’s powered by a solar panel &amp; capacitors, so I call it the Clucks Capacitor! https://t.co/9EwtdlGgxq",en,Tweet,7071,79747,11441,4095,2575795.0,2024-11-07 13:51:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GbyVb1tWEAQEy-2.jpg,https://pbs.twimg.com/media/GbyVb1mXIBUKYG9.jpg,https://pbs.twimg.com/amplify_video_thumb/1854521452076167187/img/lmLBXP2rK0GzOT6E.jpg,https://pbs.twimg.com/media/GbyVb1pWgBAs3fZ.jpg"
"Connolly, Gerald E.",Representative,Virginia,11,Democratic,House: 2009-2025,Yes,GerryConnolly,'1854523116740899262',A note to my constituents: https://t.co/B1rh43OHoq,en,Tweet,42,3080,385,598,613657.0,2024-11-07 13:55:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GbyW8e1WYBQERM2.jpg
"Massie, Thomas",Representative,Kentucky,4,Republican,House: 2012-Present,Yes,RepThomasMassie,'1854524021737505278',"@Chesschick01 Yes, this is an early prototype of the board I designed. It can put out 200 amps at 12 volts for a few seconds, and it can produce 4,000 volts for the shocker all night. It has Bluetooth so an iphone can connect to it with the App I wrote.",en,Reply,88,3950,145,105,95401.0,2024-11-07 13:59:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Soto, Darren",Representative,Florida,9,Democratic,House: 2017-Present,Yes,RepDarrenSoto,'1854524318148878841',More information ▶️ https://t.co/JLtfm3xk89,en,Reply,0,2,0,1,343.0,2024-11-07 14:00:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,http://soto.house.gov/help,,
"Soto, Darren",Representative,Florida,9,Democratic,House: 2017-Present,Yes,RepDarrenSoto,'1854524316441780335',"Our office is dedicated to helping constituents access the Social Security and Medicare benefits they deserve, ensuring our seniors have the support and resources they need.

We’re working to build a stronger, healthier, and more resilient community for everyone. https://t.co/KVmWTXwd2s",en,Tweet,0,7,1,1,626.0,2024-11-07 14:00:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GbyXB2DXEAUrYep.jpg
"Feenstra, Randy",Representative,Iowa,4,Republican,House: 2021-Present,Yes,RepFeenstra,'1854524622433341895',"We must pass the Farm Bill before the end of the year so that President Trump can implement it after he takes the oath of office in January.

Republicans have the backs of our farmers and producers!",en,Tweet,1,29,5,15,7628.0,2024-11-07 14:01:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Cherfilus-McCormick, Sheila",Representative,Florida,20,Democratic,House: 2022-Present,Yes,CongresswomanSC,'1854524701734756834',"This #NationalAmericanHeritageMonth, I’m proud to recognize the history, culture, and strength of Native American communities.  Native Americans have shaped our country in countless ways, and this month is a chance to honor that legacy. https://t.co/8DgdGsBmlQ",en,Tweet,0,6,0,1,381.0,2024-11-07 14:01:58,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",#NationalAmericanHeritageMonth,,photo,https://pbs.twimg.com/media/GbyYY5NWABMjyzn.jpg
"Cassidy, Bill",Senator,Louisiana,,Republican,"Senate: 2015-Present, House: 2009-2015",Yes,SenBillCassidy,'1854524864599621843',"REMINDER: Social Security is going insolvent. If we do not act NOW, all Americans will face an automatic 21% benefit cut in 9 years.",en,Tweet,2,49,15,45,5715.0,2024-11-07 14:02:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Luttrell, Morgan",Representative,Texas,8,Republican,House: 2023-Present,Yes,RepLuttrell,'1854524963157377333',"Happy Birthday to my twin brother, @MarcusLuttrell! 🤠 FTWTTT https://t.co/BzyDO4OFPW",en,Tweet,2,392,36,37,4602.0,2024-11-07 14:03:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GbyXY65WsAMbUIf.jpg,https://pbs.twimg.com/media/GbyXY7lXwAEOzM5.jpg,https://pbs.twimg.com/media/GbyXY67XIBQcdPk.jpg"
"Luna, Anna Paulina",Representative,Florida,13,Republican,House: 2023-Present,Yes,RepLuna,'1854525166400762324',"The American people have spoken! It is time to:
- Secure Our Border
- Deport Illegals
- End Forever Wars
- Fire Corrupt Bureaucrats
- Cut Wasteful Spending
- Bring Back American Jobs
- Unleash American Energy Production
LET’S GET TO WORK!",en,Tweet,35,3582,598,171,34167.0,2024-11-07 14:03:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Fallon, Pat",Representative,Texas,4,Republican,House: 2021-Present,Yes,RepPatFallon,'1854525533008138677',"Trump's victory on Tuesday makes clear that Americans are sick of the Biden-Harris admin's left wing policies.

Who could've guessed that voters would reject a wide open border &amp; record inflation?

It's time to fix the damage that has been done after 4 years of failed policies.",en,Tweet,0,53,4,12,1260.0,2024-11-07 14:05:17,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,
"Greene, Marjorie Taylor",Representative,Georgia,14,Republican,House: 2021-Present,Yes,RepMTG,'1854526336796107202',"Actually, the American people voted overwhelmingly to leave the exact situation she is describing. 

This horrible facism and authoritarianism was brought on America by her and the Democrats.

And yes we are ending the Green New Deal too.

 https://t.co/eM8WONQZdJ",en,Tweet,180,17410,2347,3393,463468.0,2024-11-07 14:08:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1854397847640150017/vid/avc1/720x1008/m64ngOukG9EWOpU4.mp4?tag=16
"Scott, Rick",Senator,Florida,,Republican,Senate: 2019-Present,Yes,SenRickScott,'1854526943892316396',"I have a photo of Ariel in the lobby of my D.C. office to remind everyone who comes by that Americans and Israelis have been held hostage for 398 days.

Every time I see Ariel, I think of my own grandkids. We must bring him home NOW!",en,Tweet,60,6749,1378,247,214776.0,2024-11-07 14:10:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Castor, Kathy",Representative,Florida,14,Democratic,House: 2007-Present,Yes,USRepKCastor,'1854527074217631933',"Today!👏

Stop by if you need assistance with any federal agencies or disaster assistance.",en,Tweet,0,6,0,1,895.0,2024-11-07 14:11:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Malliotakis, Nicole",Representative,New York,11,Republican,House: 2021-Present,Yes,RepNicole,'1854527128122822741',Malliotakis cites NYC voter dissatisfaction in shift toward GOP  https://t.co/I34wuGJSpO,en,Tweet,0,38,7,7,1855.0,2024-11-07 14:11:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://ny1.com/nyc/all-boroughs/mornings-on-1/2024/11/07/malliotakis-cites-nyc-voter-dissatisfaction-in-shift-toward-gop-?cid=share_twitter,,
"Morelle, Joseph D.",Representative,New York,25,Democratic,House: 2018-Present,Yes,RepJoeMorelle,'1854527488665297407',"It's more important than ever to have comprehensive, affordable healthcare you can rely on. Open Enrollment under the Affordable Care Act is going on now and can help you save money on your health insurance plan!

Head to https://t.co/MY4L2gZYpG to learn more.",en,Tweet,0,10,2,5,796.0,2024-11-07 14:13:03,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,http://NYStateofhealth.ny.gov,,
"Raskin, Jamie",Representative,Maryland,8,Democratic,House: 2017-Present,Yes,RepRaskin,'1854527899459629186',"Sending love and strength to Gerry Connolly, a born fighter and champion of the people. We are all with you every step in your fight against cancer.",en,Tweet,17,3103,358,179,123894.0,2024-11-07 14:14:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Wyden, Ron",Senator,Oregon,,Democratic,"Senate: 1996-Present, House: 1981-1996",Yes,RonWyden,'1854528023086972961',I won't sugarcoat it: the months and years ahead won't be easy. We know what a second Trump presidency with a Senate majority and unchecked power will likely bring. This week showed us exactly how far our country has to go to ensure freedom and equality for all. But…,en,Tweet,26,1466,173,416,81179.0,2024-11-07 14:15:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Wyden, Ron",Senator,Oregon,,Democratic,"Senate: 1996-Present, House: 1981-1996",Yes,RonWyden,'1854528025934913931',"I am hopeful that we can and will come through it, because we've done it before. As long as I represent Oregon in the Senate, I will not back down from fighting the good fight to make our country a better place to live, work, and raise a family, for everyone.",en,Reply,7,625,39,73,10159.0,2024-11-07 14:15:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Smith, Adam",Representative,Washington,9,Democratic,House: 1997-Present,Yes,RepAdamSmith,'1854530581905674483',"My heart goes out to the loved ones of Nevaeh Crain, who tragically passed away after being denied care at three emergency rooms in Texas. I will continue to support and advocate for policies that protect women's right to choose, not allowing the government to choose for her. These numerous attacks on women's health has greatly hurt the women in our country, including Neveah. We must have change.
https://t.co/5tsN7kUjRa",en,Tweet,1,26,10,3,1742.0,2024-11-07 14:25:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
